Address,X,Y
"2190 Kains Rd London, ON N6K 0C1",-81.3655318,42.9722014
"3150 Wonderland Rd S London, ON N6L 1A6",-81.27771798,42.92368282
"1480 Privet Pl London, ON N5X 0E7",-81.2269426,43.04958095
"1695 Hyde Park Rd London, ON N6H 5L7",-81.33325671,43.00159619
"1972 Valleyrun Blvd, London, ON N6G 5M8",-81.3052362,43.0261827
"1260 Coronation Dr, London, ON N6G 0E2",-81.3224362,42.9958144
"3470 Settlement Trail, London, ON",-81.3104068,42.9315195
"1845 Canvas Way, London, ON N5X 3Z1",-81.270636,43.0439113
"1835 Canvas Way, London, ON N5X 3Z1",-81.270636,43.0439113
"450 Sunningdale Rd W, London, ON",-81.3166113,43.03035485
"1940 Woodhull Rd, London, ON N6K 4S6",-81.37950531,42.95905109
"1602 Hamilton Rd, London, ON N5W 5W8",-81.1538182,42.97077398
"214 Chalet Cres, London, ON N6K 3C6",-81.3439322,42.9462375
"1565 Privet , London, ON N5X 0E7",-81.22339612,43.04969591
"1955 Rolling Acres Drive, London, ON",-81.25282632,43.05301538
"3540 Settlement Trail, London, ON N6P 0B1",-81.30494782,42.93159373
"3555 Morgan Cres, London, ON N6L 0B7",-81.27382146,42.93655496
"3035 Singleton Ave, London, ON N6L 0B4",-81.27484292,42.93854711
"75 Horton St E, London, ON",-81.2517348,42.977541
"255 Thames St, London, ON N6B 2H1",-81.25426263,42.97759232
"10 Wortley Rd, London, ON",-81.25643922,42.97872842
"1A York St, London, ON N6A 1A1",-81.25557215,42.97916937
"10 Riverside Dr, London, ON N6H 1B4",-81.2647972,42.98292827
"264 Greenwood Ave, London, ON N6J 3G4",-81.27518323,42.96909308
"290 Hale St, London, ON N5W 1G1",-81.1925751,42.98518631
"2245 Torrey Pines Way, London, ON N6G 0N9",-81.29276804,43.04175831
"2245 Royal Oaks Bend, Arva, ON",-81.2940039,43.0391906
"1940 Frederick Cres, London, ON N5W 0A1",-81.15575516,42.97350888
"2080 Wallingford Ave, London, ON N6G 0E6",-81.31321073,43.02924899
"2890 Devon Rd, London, ON N6E 0A4",-81.25062146,42.93924921
"125 Pebblecreek Walk, Arva, ON N0M 1C0",-81.2935541,43.0409454
"595 Blackacres Blvd, London, ON N6G 0A6",-81.3091292,43.0090941
"3350 Singleton Ave, London, ON N6J 2J2",-81.26686839,42.93670161
"6959 Raleigh Blvd, London, ON N6P 1V4",-81.31453219,42.93224923
"650 Sovereign Rd, London, ON N5V 4K7",-81.15134383,43.00830497
"250 Richmond St, London, ON N6B 2H7",-81.24712146,42.97926277
"1540 Stackhouse Ave, London, ON N5X 0E9",-81.23888632,43.04363315
"625 Grenfell Dr, London, ON N5X 2V2",-81.25381073,43.03856271
"1580 Trossacks Ave, London, ON",-81.2446855,43.038694
"160 Villagewalk Blvd, Arva, ON N0M 1C0",-81.2923631,43.0393605
"1723 Foxwood Ave, London, ON N6G 0C4",-81.31853219,43.01676273
"2097 Wickerson Rd, London, ON N6K 5C4",-81.3509784,42.951446
"3841 Cheese Factory Rd, London, ON N6N 1G2",-81.16153219,42.93548638
"1625 Adelaide St N, London, ON N5X 0E3",-81.26006466,43.04464307
"545 Killarney Rd, London, ON N5X 0C9",-81.21761073,43.0403176
"1075 Melsetter Way, London, ON N6G 5C7",-81.3180825,43.0206891
"925 Dundas St, London, ON N5W 5N3",-81.22014285,42.99217919
"696 Wellington Rd, London, ON N6C 4R2",-81.22693725,42.94790988
"1859 Herbert Ave, London, ON N5V 2C6",-81.18247162,43.00899748
"1848 Parkhurst Ave, London, ON N5V 2C3",-81.18149709,43.00824415
"1851 Parkhurst Ave, London, ON N5V 2C4",-81.18080469,43.00774783
"204 Skyline Ave, London, ON N5X 0A4",-81.27979597,43.04019726
"165 Elmwood Ave E, London, ON N6C 1J8",-81.25078223,42.97040933
"1450 Privet Pl, London, ON N5X 0E7",-81.22791073,43.04952542
"330 Sunningdale Rd W, London, ON",-81.31662203,43.03030779
"960 Foxcreek Rd, London, ON N6G 5C7",-81.32013489,43.02327361
"2075 Pennyroyal St, London, ON N5X 0E6",-81.2270984,43.0483811
"4501 Dingman Dr, London, ON",-81.2079041,42.9142281
"1457 Devos Dr, London, ON N5X 4L1",-81.2422327,43.0424928
"501 Southdale Rd W, London, ON N6K 3X4",-81.2882334,42.9375686
"710 Southdale Rd E, London, ON N6E 1R8",-81.22550675,42.94533245
"765 South Wenige Dr, London, ON N5X 4K3",-81.2536682,43.049648
"1545 Wharncliffe Rd S, London, ON N6L 1J9",-81.27252446,42.92797545
"941 Commissioners Rd E, London, ON N5Z 4N1",-81.2123484,42.9595702
"3150 Tokala Trail, London, ON N6G 0G4",-81.327752,43.0155315
"4230 Highbury Ave S, London, ON",-81.17244312,42.92338095
"2325 River Rd, London, ON",-81.13424682,42.97869967
"1470 North Wenige Dr, London, ON N5X 4P8",-81.2521866,43.0514826
"1060 Byron Baseline Rd, London, ON N6K 2C6",-81.32021344,42.95393358
"7053 Clayton Walk, London, ON N6P 0A1",-81.31624467,42.91982162
4386 Dingman Dr,-81.2079041,42.9142281
1415 Dyer Cres,-81.3361154,43.0171118
"1373 Trafalgar St, London, ON N5W 1W5",-81.19443694,42.98520647
"2547 Boyd Crt, London, ON N6M 1E1",-81.12376375,42.95697305
"2246 Torrey Pines Way, London, ON N6G 0N9",-81.29277123,43.04173648
"2125 Springridge Dr, London, ON N5X 0A8",-81.25255634,43.0555264
"2245 Dauncey Cres, London, ON N5X 3Z1",-81.2751972,43.0473115
"1443 Staffordshire Rd, London, ON N6H 5P8",-81.3291354,42.98673185
"735 Pinecourt Pl, London, ON N5X 4L5",-81.2549693,43.0439517
"2245 Water Oak Dr, London, ON N6G 5B4",-81.33365827,43.01786774
"1170 Hyde Park Rd, London, ON N6H 5K5",-81.32710843,42.98885126
"1239 Staffordshire Pl, London, ON N6H 5R1",-81.33299988,42.98761309
"1467 Trafalgar St, London, ON N5W 1W8",-81.18800857,42.98713895
"1295 Riverbend Rd, London, ON N6K 0G2",-81.2615393,42.992927
"7 Annadale Dr, London, ON N6G 2B5",-81.29943117,43.00596386
"102 Fitzwilliam Blvd, London, ON N6H 5H4",-81.33152134,42.97972928
"723 Lorne Ave, London, ON N5W 3K7",-81.22908913,42.99293259
"1695 Hyde Park Rd, London, ON N6H 5L7",-81.33325671,43.00159619
"237 Pebblecreek Walk, Arva, ON N0M 1C0",-81.2935541,43.0409454
"308 Callaway Rd, London, ON N6G 0N8",-81.2964766,43.03784828
"7268 Clayton Walk, London, ON N6P 1V3",-81.31909721,42.91897266
"595 Industrial Rd, London, ON N5V 1V2",-81.16333666,43.01732013
"620 Grenfell Dr, London, ON N5X 2N2",-81.25410584,43.039007
"22 Watson St, London, ON N6C 1M9",-81.23471592,42.97189827
"1164 Gainsborough Rd, London, ON N6H 5N1",-81.33724622,42.99713176
"564 Killarney Rd, London, ON N5X 0C9",-81.217853,43.042537
"1160 Blackwell Boulevard, London, ON",-81.22819236,43.04656807
"2310 Red Thorne Avenue, London, ON",-81.2922487,42.918983
"7391 Silver Creek Cresent, London, ON",-81.32044095,42.92091482
"1586 Finley Crescent, London, ON",-81.3261427,42.9927601
"793 Silversmith St, London, ON N6H 5T4",-81.3015285,42.98460374
"2819 Sheffield Pl, London, ON N6M 0E5",-81.15333383,42.96675287
"3941 W Graham Pl, London, ON N6P 1G3",-81.321276,42.916148
"1443 Trafalgar St, London, ON N5W 1W7",-81.18992335,42.98633176
